type,risk,maptype,mapping
diagnosis,0,secondary,Other specified aftercare
diagnosis,0,secondary,Acute bronchitis
diagnosis,0,secondary,Home
diagnosis,0,secondary,"Abdominal pain, epigastric"
diagnosis,0,secondary,Cervicalgia
diagnosis,0,secondary,"Pain in joint, ankle and foot"
diagnosis,0,secondary,Streptococcus pneumoniae [pneumococcus]
diagnosis,0,secondary,Shortness of breath
diagnosis,0,secondary,"Vaginitis and vulvovaginitis, unspecified"
diagnosis,0,secondary,Encounter for emergency contraceptive counseling and prescription
diagnosis,0,secondary,History of tobacco use
diagnosis,0,secondary,Normal delivery
diagnosis,0,secondary,Nausea alone
diagnosis,0,secondary,Unspecified disorder of refraction and accommodation
diagnosis,0,secondary,Impacted cerumen
diagnosis,1,secondary,Dental examination
diagnosis,1,secondary,Unspecified single disease
diagnosis,1,secondary,Tobacco use disorder
diagnosis,1,secondary,Long-term (current) use of other medications
diagnosis,1,secondary,Routine gynecological examination
diagnosis,1,secondary,Pain in limb
diagnosis,1,secondary,"Abdominal pain, unspecified site"
diagnosis,1,secondary,"Anxiety state, unspecified"
diagnosis,1,secondary,Lumbago
diagnosis,1,secondary,Routine general medical examination at a health care facility
diagnosis,1,secondary,"Chest pain, unspecified"
diagnosis,1,secondary,Headache
diagnosis,1,secondary,Malignant essential hypertension
diagnosis,1,secondary,Cough
diagnosis,1,secondary,Myopia
diagnosis,1,secondary,Other screening mammogram
diagnosis,1,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,1,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,1,secondary,Venereal disease
diagnosis,1,secondary,History of tobacco use
diagnosis,1,secondary,Other chronic pain
diagnosis,1,secondary,Esophageal reflux
diagnosis,1,secondary,Regular astigmatism
diagnosis,1,secondary,Acute pharyngitis
diagnosis,1,secondary,"Backache, unspecified"
diagnosis,1,secondary,Other malaise and fatigue
diagnosis,1,secondary,Other problems related to lifestyle
diagnosis,1,secondary,Unspecified essential hypertension
diagnosis,1,secondary,Nausea with vomiting
diagnosis,1,secondary,Shortness of breath
diagnosis,1,secondary,Cervicalgia
diagnosis,1,secondary,"Abdominal pain, other specified site"
diagnosis,1,secondary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,1,secondary,Dysuria
diagnosis,1,secondary,"Urinary tract infection, site not specified"
diagnosis,1,secondary,"Asthma, unspecified type, unspecified"
diagnosis,1,secondary,Cervix
diagnosis,1,secondary,"Obesity, unspecified"
diagnosis,1,secondary,Presbyopia
diagnosis,1,secondary,"Pain in joint, lower leg"
diagnosis,1,secondary,Acute upper respiratory infections of other multiple sites
diagnosis,1,secondary,Diarrhea
diagnosis,1,secondary,Other
diagnosis,1,secondary,"Pregnancy examination or test, negative result"
diagnosis,1,secondary,Other and unspecified hyperlipidemia
diagnosis,1,secondary,Influenza
diagnosis,1,secondary,Other chest pain
diagnosis,1,secondary,"Pain in joint, shoulder region"
diagnosis,1,secondary,Dietary surveillance and counseling
diagnosis,1,secondary,Nausea alone
diagnosis,1,secondary,Hypermetropia
diagnosis,1,secondary,"Allergic rhinitis, cause unspecified"
diagnosis,1,secondary,Acute upper respiratory infections of unspecified site
diagnosis,1,secondary,Single liveborn
diagnosis,1,secondary,Swelling of limb
diagnosis,1,secondary,Dizziness and giddiness
diagnosis,1,secondary,Other specified aftercare
diagnosis,1,secondary,"Fever, unspecified"
diagnosis,1,secondary,Other specified counseling
diagnosis,1,secondary,Other accidents
diagnosis,1,secondary,Supervision of other normal pregnancy
diagnosis,1,secondary,"Abdominal pain, epigastric"
diagnosis,1,secondary,Disturbance of skin sensation
diagnosis,1,secondary,"Constipation, unspecified"
diagnosis,1,secondary,Colon
diagnosis,1,secondary,"Insomnia, unspecified"
diagnosis,1,secondary,"Vaginitis and vulvovaginitis, unspecified"
diagnosis,1,secondary,Acute bronchitis
diagnosis,1,secondary,Elevated blood pressure reading without diagnosis of hypertension
diagnosis,1,secondary,Rash and other nonspecific skin eruption
diagnosis,1,secondary,Examination of eyes and vision
diagnosis,1,secondary,"Contact dermatitis and other eczema, unspecified cause"
diagnosis,1,secondary,Unspecified disorder of male genital organs
diagnosis,1,secondary,"Pain in joint, ankle and foot"
diagnosis,1,secondary,Unspecified antenatal screening
diagnosis,1,secondary,Other
diagnosis,1,secondary,Posttraumatic stress disorder
diagnosis,2,secondary,Unspecified single disease
diagnosis,2,secondary,Long-term (current) use of other medications
diagnosis,2,secondary,Dental examination
diagnosis,2,secondary,Malignant essential hypertension
diagnosis,2,secondary,Pain in limb
diagnosis,2,secondary,Tobacco use disorder
diagnosis,2,secondary,"Anxiety state, unspecified"
diagnosis,2,secondary,"Abdominal pain, unspecified site"
diagnosis,2,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,2,secondary,"Chest pain, unspecified"
diagnosis,2,secondary,Lumbago
diagnosis,2,secondary,Other screening mammogram
diagnosis,2,secondary,Other chronic pain
diagnosis,2,secondary,History of tobacco use
diagnosis,2,secondary,Unspecified essential hypertension
diagnosis,2,secondary,Cough
diagnosis,2,secondary,Esophageal reflux
diagnosis,2,secondary,Headache
diagnosis,2,secondary,Shortness of breath
diagnosis,2,secondary,Other problems related to lifestyle
diagnosis,2,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,2,secondary,Myopia
diagnosis,2,secondary,"Backache, unspecified"
diagnosis,2,secondary,Routine gynecological examination
diagnosis,2,secondary,Other malaise and fatigue
diagnosis,2,secondary,Cervicalgia
diagnosis,2,secondary,Other
diagnosis,2,secondary,Routine general medical examination at a health care facility
diagnosis,2,secondary,Nausea with vomiting
diagnosis,2,secondary,Other and unspecified hyperlipidemia
diagnosis,2,secondary,"Asthma, unspecified type, unspecified"
diagnosis,2,secondary,Other chest pain
diagnosis,2,secondary,Regular astigmatism
diagnosis,2,secondary,Presbyopia
diagnosis,2,secondary,"Obesity, unspecified"
diagnosis,2,secondary,"Pain in joint, lower leg"
diagnosis,2,secondary,"Pain in joint, shoulder region"
diagnosis,2,secondary,"Abdominal pain, other specified site"
diagnosis,2,secondary,Dietary surveillance and counseling
diagnosis,2,secondary,Acute upper respiratory infections of other multiple sites
diagnosis,2,secondary,Acute pharyngitis
diagnosis,2,secondary,Swelling of limb
diagnosis,2,secondary,Diarrhea
diagnosis,2,secondary,Nausea alone
diagnosis,2,secondary,Hypermetropia
diagnosis,2,secondary,Influenza
diagnosis,2,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,2,secondary,"Constipation, unspecified"
diagnosis,2,secondary,Degeneration of lumbar or lumbosacral intervertebral disc
diagnosis,2,secondary,Other respiratory abnormalities
diagnosis,2,secondary,Lumbosacral spondylosis without myelopathy
diagnosis,2,secondary,"Insomnia, unspecified"
diagnosis,2,secondary,Disturbance of skin sensation
diagnosis,2,secondary,Other specified aftercare
diagnosis,2,secondary,"Diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
diagnosis,2,secondary,"Urinary tract infection, site not specified"
diagnosis,2,secondary,Colon
diagnosis,2,secondary,Dizziness and giddiness
diagnosis,2,secondary,Other specified counseling
diagnosis,2,secondary,Other specified medicinal agents
diagnosis,2,secondary,Other accidents
diagnosis,2,secondary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,2,secondary,Posttraumatic stress disorder
diagnosis,2,secondary,"Abdominal pain, epigastric"
diagnosis,2,secondary,"Fever, unspecified"
diagnosis,2,secondary,Dysuria
diagnosis,2,secondary,Venereal disease
diagnosis,2,secondary,"Cannabis abuse, unspecified"
diagnosis,2,secondary,Cervix
diagnosis,2,secondary,Rash and other nonspecific skin eruption
diagnosis,2,secondary,Attention deficit disorder without mention of hyperactivity
diagnosis,2,secondary,Benign essential hypertension
diagnosis,2,secondary,"Alcohol abuse, unspecified"
diagnosis,2,secondary,"Bipolar disorder, unspecified"
diagnosis,2,secondary,Long-term (current) use of aspirin
diagnosis,2,secondary,Pure hypercholesterolemia
diagnosis,2,secondary,"Pain in joint, ankle and foot"
diagnosis,2,secondary,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
diagnosis,2,secondary,"Myalgia and myositis, unspecified"
diagnosis,2,secondary,"Allergic rhinitis, cause unspecified"
diagnosis,3,secondary,Unspecified single disease
diagnosis,3,secondary,Long-term (current) use of other medications
diagnosis,3,secondary,Dental examination
diagnosis,3,secondary,Malignant essential hypertension
diagnosis,3,secondary,"Chest pain, unspecified"
diagnosis,3,secondary,Pain in limb
diagnosis,3,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,3,secondary,Tobacco use disorder
diagnosis,3,secondary,Shortness of breath
diagnosis,3,secondary,"Abdominal pain, unspecified site"
diagnosis,3,secondary,Other chronic pain
diagnosis,3,secondary,Unspecified essential hypertension
diagnosis,3,secondary,History of tobacco use
diagnosis,3,secondary,"Anxiety state, unspecified"
diagnosis,3,secondary,Lumbago
diagnosis,3,secondary,Esophageal reflux
diagnosis,3,secondary,Other screening mammogram
diagnosis,3,secondary,Other problems related to lifestyle
diagnosis,3,secondary,Cough
diagnosis,3,secondary,Other malaise and fatigue
diagnosis,3,secondary,Headache
diagnosis,3,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,3,secondary,"Backache, unspecified"
diagnosis,3,secondary,Other and unspecified hyperlipidemia
diagnosis,3,secondary,Cervicalgia
diagnosis,3,secondary,Other
diagnosis,3,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,3,secondary,Other chest pain
diagnosis,3,secondary,Other respiratory abnormalities
diagnosis,3,secondary,"Asthma, unspecified type, unspecified"
diagnosis,3,secondary,Nausea with vomiting
diagnosis,3,secondary,Swelling of limb
diagnosis,3,secondary,Presbyopia
diagnosis,3,secondary,Long-term (current) use of aspirin
diagnosis,3,secondary,Lumbosacral spondylosis without myelopathy
diagnosis,3,secondary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,3,secondary,Degeneration of lumbar or lumbosacral intervertebral disc
diagnosis,3,secondary,Other specified medicinal agents
diagnosis,3,secondary,"Pain in joint, lower leg"
diagnosis,3,secondary,"Obesity, unspecified"
diagnosis,3,secondary,"Urinary tract infection, site not specified"
diagnosis,3,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,3,secondary,Myopia
diagnosis,3,secondary,Diarrhea
diagnosis,3,secondary,Disturbance of skin sensation
diagnosis,3,secondary,Nausea alone
diagnosis,3,secondary,Other specified aftercare
diagnosis,3,secondary,"Constipation, unspecified"
diagnosis,3,secondary,"Abdominal pain, other specified site"
diagnosis,3,secondary,"Pain in joint, shoulder region"
diagnosis,3,secondary,Dizziness and giddiness
diagnosis,3,secondary,Regular astigmatism
diagnosis,3,secondary,"Insomnia, unspecified"
diagnosis,3,secondary,Chronic pain syndrome
diagnosis,3,secondary,Routine general medical examination at a health care facility
diagnosis,3,secondary,Dietary surveillance and counseling
diagnosis,3,secondary,Routine gynecological examination
diagnosis,3,secondary,Long-term (current) use of insulin
diagnosis,3,secondary,Hypopotassemia
diagnosis,3,secondary,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
diagnosis,3,secondary,Other nonspecific abnormal finding of lung field
diagnosis,3,secondary,"Anemia, unspecified"
diagnosis,3,secondary,Edema
diagnosis,3,secondary,"Opioid type dependence, continuous"
diagnosis,3,secondary,Dehydration
diagnosis,3,secondary,"Abdominal pain, epigastric"
diagnosis,3,secondary,Other accidents
diagnosis,3,secondary,"Fever, unspecified"
diagnosis,3,secondary,Altered mental status
diagnosis,3,secondary,"Abdominal pain, generalized"
diagnosis,3,secondary,Colon
diagnosis,3,secondary,Posttraumatic stress disorder
diagnosis,3,secondary,Pure hypercholesterolemia
diagnosis,3,secondary,Influenza
diagnosis,3,secondary,Narcotic agent
diagnosis,3,secondary,"Myalgia and myositis, unspecified"
diagnosis,3,secondary,Senile nuclear sclerosis
diagnosis,3,secondary,Dysuria
diagnosis,3,secondary,"Cannabis abuse, unspecified"
diagnosis,4,secondary,Long-term (current) use of other medications
diagnosis,4,secondary,Unspecified single disease
diagnosis,4,secondary,Malignant essential hypertension
diagnosis,4,secondary,Dental examination
diagnosis,4,secondary,Pain in limb
diagnosis,4,secondary,Shortness of breath
diagnosis,4,secondary,"Chest pain, unspecified"
diagnosis,4,secondary,Unspecified essential hypertension
diagnosis,4,secondary,Other chronic pain
diagnosis,4,secondary,History of tobacco use
diagnosis,4,secondary,"Abdominal pain, unspecified site"
diagnosis,4,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,4,secondary,Esophageal reflux
diagnosis,4,secondary,"Anxiety state, unspecified"
diagnosis,4,secondary,Tobacco use disorder
diagnosis,4,secondary,Lumbago
diagnosis,4,secondary,Other
diagnosis,4,secondary,Other malaise and fatigue
diagnosis,4,secondary,Other screening mammogram
diagnosis,4,secondary,Long-term (current) use of aspirin
diagnosis,4,secondary,Other problems related to lifestyle
diagnosis,4,secondary,Other respiratory abnormalities
diagnosis,4,secondary,Nausea with vomiting
diagnosis,4,secondary,Other chest pain
diagnosis,4,secondary,Cough
diagnosis,4,secondary,Other and unspecified hyperlipidemia
diagnosis,4,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,4,secondary,Headache
diagnosis,4,secondary,"Backache, unspecified"
diagnosis,4,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,4,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,4,secondary,"Anemia, unspecified"
diagnosis,4,secondary,Other specified medicinal agents
diagnosis,4,secondary,Long-term (current) use of insulin
diagnosis,4,secondary,Lumbosacral spondylosis without myelopathy
diagnosis,4,secondary,Swelling of limb
diagnosis,4,secondary,Other nonspecific abnormal finding of lung field
diagnosis,4,secondary,Hypopotassemia
diagnosis,4,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,4,secondary,"Constipation, unspecified"
diagnosis,4,secondary,Presbyopia
diagnosis,4,secondary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,4,secondary,"Obesity, unspecified"
diagnosis,4,secondary,"Asthma, unspecified type, unspecified"
diagnosis,4,secondary,Other specified aftercare
diagnosis,4,secondary,Degeneration of lumbar or lumbosacral intervertebral disc
diagnosis,4,secondary,Dizziness and giddiness
diagnosis,4,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,4,secondary,Nausea alone
diagnosis,4,secondary,Cervicalgia
diagnosis,4,secondary,"Urinary tract infection, site not specified"
diagnosis,4,secondary,Senile nuclear sclerosis
diagnosis,4,secondary,Diarrhea
diagnosis,4,secondary,"Abdominal pain, other specified site"
diagnosis,4,secondary,Hyposmolality and/or hyponatremia
diagnosis,4,secondary,Edema
diagnosis,4,secondary,Myopia
diagnosis,4,secondary,"Pain in joint, lower leg"
diagnosis,4,secondary,Other abnormal glucose
diagnosis,4,secondary,Counseling NOS
diagnosis,4,secondary,Altered mental status
diagnosis,4,secondary,Colon
diagnosis,4,secondary,Dietary surveillance and counseling
diagnosis,4,secondary,Other abnormal blood chemistry
diagnosis,4,secondary,"Tachycardia, unspecified"
diagnosis,4,secondary,"Fever, unspecified"
diagnosis,4,secondary,Dehydration
diagnosis,4,secondary,Narcotic agent
diagnosis,4,secondary,Pure hypercholesterolemia
diagnosis,4,secondary,Other chronic nonalcoholic liver disease
diagnosis,4,secondary,"Pain in joint, shoulder region"
diagnosis,4,secondary,Disturbance of skin sensation
diagnosis,4,secondary,"Insomnia, unspecified"
diagnosis,4,secondary,"Acute kidney failure, unspecified"
diagnosis,4,secondary,"Abdominal pain, epigastric"
diagnosis,4,secondary,Influenza
diagnosis,4,secondary,Muscle weakness (generalized)
diagnosis,4,secondary,"Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified"
diagnosis,4,secondary,Noncompliance with medical treatment
diagnosis,5,secondary,Unspecified single disease
diagnosis,5,secondary,Long-term (current) use of other medications
diagnosis,5,secondary,Malignant essential hypertension
diagnosis,5,secondary,Shortness of breath
diagnosis,5,secondary,"Chest pain, unspecified"
diagnosis,5,secondary,History of tobacco use
diagnosis,5,secondary,Unspecified essential hypertension
diagnosis,5,secondary,Pain in limb
diagnosis,5,secondary,Other chronic pain
diagnosis,5,secondary,"Abdominal pain, unspecified site"
diagnosis,5,secondary,Long-term (current) use of aspirin
diagnosis,5,secondary,Dental examination
diagnosis,5,secondary,Other malaise and fatigue
diagnosis,5,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,5,secondary,Other
diagnosis,5,secondary,Esophageal reflux
diagnosis,5,secondary,Lumbago
diagnosis,5,secondary,Other respiratory abnormalities
diagnosis,5,secondary,Other and unspecified hyperlipidemia
diagnosis,5,secondary,"Anxiety state, unspecified"
diagnosis,5,secondary,Other chest pain
diagnosis,5,secondary,Other screening mammogram
diagnosis,5,secondary,Cough
diagnosis,5,secondary,Other nonspecific abnormal finding of lung field
diagnosis,5,secondary,Long-term (current) use of insulin
diagnosis,5,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,5,secondary,Other problems related to lifestyle
diagnosis,5,secondary,"Acute kidney failure, unspecified"
diagnosis,5,secondary,Nausea with vomiting
diagnosis,5,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,5,secondary,"Anemia, unspecified"
diagnosis,5,secondary,Tobacco use disorder
diagnosis,5,secondary,Headache
diagnosis,5,secondary,"Backache, unspecified"
diagnosis,5,secondary,Swelling of limb
diagnosis,5,secondary,Hyposmolality and/or hyponatremia
diagnosis,5,secondary,"Constipation, unspecified"
diagnosis,5,secondary,Other specified medicinal agents
diagnosis,5,secondary,Pure hypercholesterolemia
diagnosis,5,secondary,Hypopotassemia
diagnosis,5,secondary,"Asthma, unspecified type, unspecified"
diagnosis,5,secondary,Dehydration
diagnosis,5,secondary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,5,secondary,Other specified aftercare
diagnosis,5,secondary,"Fever, unspecified"
diagnosis,5,secondary,"Urinary tract infection, site not specified"
diagnosis,5,secondary,"Obesity, unspecified"
diagnosis,5,secondary,Other chronic nonalcoholic liver disease
diagnosis,5,secondary,Unspecified septicemia
diagnosis,5,secondary,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,5,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,secondary,Altered mental status
diagnosis,5,secondary,Diarrhea
diagnosis,5,secondary,Edema
diagnosis,5,secondary,Muscle weakness (generalized)
diagnosis,5,secondary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,5,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,5,secondary,Presbyopia
diagnosis,5,secondary,"Pneumonia, organism unspecified"
diagnosis,5,secondary,Degeneration of lumbar or lumbosacral intervertebral disc
diagnosis,5,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,5,secondary,Lumbosacral spondylosis without myelopathy
diagnosis,5,secondary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,5,secondary,Cervicalgia
diagnosis,5,secondary,Other abnormal blood chemistry
diagnosis,5,secondary,Noncompliance with medical treatment
diagnosis,5,secondary,Cardiomegaly
diagnosis,5,secondary,Narcotic agent
diagnosis,5,secondary,Nausea alone
diagnosis,5,secondary,"Abdominal pain, epigastric"
diagnosis,5,secondary,"Abdominal pain, other specified site"
diagnosis,5,secondary,"Tachycardia, unspecified"
diagnosis,5,secondary,"Chronic kidney disease, unspecified"
diagnosis,5,secondary,"Congestive heart failure, unspecified"
diagnosis,5,secondary,Morbid obesity
diagnosis,5,secondary,"Pain in joint, lower leg"
diagnosis,5,secondary,Dizziness and giddiness
diagnosis,5,secondary,Hypoxemia
diagnosis,6,secondary,Long-term (current) use of other medications
diagnosis,6,secondary,Unspecified single disease
diagnosis,6,secondary,Malignant essential hypertension
diagnosis,6,secondary,Shortness of breath
diagnosis,6,secondary,History of tobacco use
diagnosis,6,secondary,Unspecified essential hypertension
diagnosis,6,secondary,Pain in limb
diagnosis,6,secondary,"Acute kidney failure, unspecified"
diagnosis,6,secondary,Long-term (current) use of aspirin
diagnosis,6,secondary,"Anemia, unspecified"
diagnosis,6,secondary,Other malaise and fatigue
diagnosis,6,secondary,"Abdominal pain, unspecified site"
diagnosis,6,secondary,Other
diagnosis,6,secondary,Esophageal reflux
diagnosis,6,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,6,secondary,Cough
diagnosis,6,secondary,"Chest pain, unspecified"
diagnosis,6,secondary,Other and unspecified hyperlipidemia
diagnosis,6,secondary,Other nonspecific abnormal finding of lung field
diagnosis,6,secondary,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,6,secondary,Other respiratory abnormalities
diagnosis,6,secondary,Hyposmolality and/or hyponatremia
diagnosis,6,secondary,Long-term (current) use of insulin
diagnosis,6,secondary,Dental examination
diagnosis,6,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,6,secondary,"Chronic kidney disease, unspecified"
diagnosis,6,secondary,Swelling of limb
diagnosis,6,secondary,Other chronic pain
diagnosis,6,secondary,Other chest pain
diagnosis,6,secondary,Other problems related to lifestyle
diagnosis,6,secondary,Dehydration
diagnosis,6,secondary,"Anxiety state, unspecified"
diagnosis,6,secondary,Tobacco use disorder
diagnosis,6,secondary,Altered mental status
diagnosis,6,secondary,Edema
diagnosis,6,secondary,Headache
diagnosis,6,secondary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,6,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,6,secondary,Senile nuclear sclerosis
diagnosis,6,secondary,Unspecified septicemia
diagnosis,6,secondary,Hypopotassemia
diagnosis,6,secondary,Nausea with vomiting
diagnosis,6,secondary,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,6,secondary,Cardiomegaly
diagnosis,6,secondary,"Constipation, unspecified"
diagnosis,6,secondary,"Urinary tract infection, site not specified"
diagnosis,6,secondary,"Congestive heart failure, unspecified"
diagnosis,6,secondary,"Obesity, unspecified"
diagnosis,6,secondary,Pure hypercholesterolemia
diagnosis,6,secondary,"Pneumonia, organism unspecified"
diagnosis,6,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,6,secondary,Other screening mammogram
diagnosis,6,secondary,Hypoxemia
diagnosis,6,secondary,Other specified aftercare
diagnosis,6,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,6,secondary,Unspecified disorder of kidney and ureter
diagnosis,6,secondary,"Fever, unspecified"
diagnosis,6,secondary,Abnormality of gait
diagnosis,6,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,6,secondary,Lumbago
diagnosis,6,secondary,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,secondary,Acute respiratory failure following trauma and surgery
diagnosis,6,secondary,Other specified medicinal agents
diagnosis,6,secondary,Pulmonary collapse
diagnosis,6,secondary,Acidosis
diagnosis,6,secondary,"Leukocytosis, unspecified"
diagnosis,6,secondary,Presbyopia
diagnosis,6,secondary,"Backache, unspecified"
diagnosis,6,secondary,Noncompliance with medical treatment
diagnosis,6,secondary,Fitting and adjustment of vascular catheter
diagnosis,6,secondary,Other abnormal blood chemistry
diagnosis,6,secondary,Nausea alone
diagnosis,6,secondary,Muscle weakness (generalized)
diagnosis,6,secondary,Cervicalgia
diagnosis,6,secondary,"Other diseases of lung, not elsewhere classified"
diagnosis,6,secondary,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,6,secondary,"Abdominal pain, other specified site"
diagnosis,6,secondary,Other specified preoperative examination
diagnosis,6,secondary,Hyperpotassemia
diagnosis,6,secondary,"Iron deficiency anemia, unspecified"
diagnosis,7,secondary,Long-term (current) use of other medications
diagnosis,7,secondary,Unspecified single disease
diagnosis,7,secondary,Malignant essential hypertension
diagnosis,7,secondary,Shortness of breath
diagnosis,7,secondary,"Chest pain, unspecified"
diagnosis,7,secondary,Long-term (current) use of aspirin
diagnosis,7,secondary,Other respiratory abnormalities
diagnosis,7,secondary,"Acute kidney failure, unspecified"
diagnosis,7,secondary,"Abdominal pain, unspecified site"
diagnosis,7,secondary,History of tobacco use
diagnosis,7,secondary,Unspecified essential hypertension
diagnosis,7,secondary,"Anemia, unspecified"
diagnosis,7,secondary,"Chronic kidney disease, unspecified"
diagnosis,7,secondary,Other malaise and fatigue
diagnosis,7,secondary,Other nonspecific abnormal finding of lung field
diagnosis,7,secondary,Pain in limb
diagnosis,7,secondary,Hyposmolality and/or hyponatremia
diagnosis,7,secondary,Other specified medicinal agents
diagnosis,7,secondary,Cough
diagnosis,7,secondary,Edema
diagnosis,7,secondary,Other chest pain
diagnosis,7,secondary,Unspecified septicemia
diagnosis,7,secondary,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,7,secondary,Other
diagnosis,7,secondary,Nausea with vomiting
diagnosis,7,secondary,Swelling of limb
diagnosis,7,secondary,Esophageal reflux
diagnosis,7,secondary,Other chronic pain
diagnosis,7,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,7,secondary,Other and unspecified hyperlipidemia
diagnosis,7,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,7,secondary,Dehydration
diagnosis,7,secondary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,7,secondary,"Fever, unspecified"
diagnosis,7,secondary,Diarrhea
diagnosis,7,secondary,Other specified aftercare
diagnosis,7,secondary,Fitting and adjustment of vascular catheter
diagnosis,7,secondary,Long-term (current) use of insulin
diagnosis,7,secondary,"Congestive heart failure, unspecified"
diagnosis,7,secondary,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,7,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,7,secondary,Noncompliance with medical treatment
diagnosis,7,secondary,Other problems related to lifestyle
diagnosis,7,secondary,Hypoxemia
diagnosis,7,secondary,"Constipation, unspecified"
diagnosis,7,secondary,Unspecified disorder of kidney and ureter
diagnosis,7,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,secondary,"Anxiety state, unspecified"
diagnosis,7,secondary,Cardiomegaly
diagnosis,7,secondary,Penicillin
diagnosis,7,secondary,"Obesity, unspecified"
diagnosis,7,secondary,Pulmonary collapse
diagnosis,7,secondary,Altered mental status
diagnosis,7,secondary,Acidosis
diagnosis,7,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,7,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,7,secondary,"Hypotension, unspecified"
diagnosis,7,secondary,"Pneumonia, organism unspecified"
diagnosis,7,secondary,"Organic sleep apnea, unspecified"
diagnosis,7,secondary,"Encephalopathy, unspecified"
diagnosis,7,secondary,Anemia in chronic kidney disease
diagnosis,7,secondary,"Opioid type dependence, continuous"
diagnosis,7,secondary,Acute respiratory failure
diagnosis,7,secondary,Dental examination
diagnosis,7,secondary,Narcotic agent
diagnosis,7,secondary,"Dysphagia, unspecified"
diagnosis,7,secondary,"Urinary tract infection, site not specified"
diagnosis,7,secondary,"Tachycardia, unspecified"
diagnosis,7,secondary,Pure hypercholesterolemia
diagnosis,7,secondary,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,7,secondary,Hypopotassemia
diagnosis,7,secondary,"Iron deficiency anemia, unspecified"
diagnosis,7,secondary,Muscle weakness (generalized)
diagnosis,7,secondary,Other specified preoperative examination
