Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,PCPNPI,memberMonths,ServiceProviderID,InNetwork
93.26,59.68,1,Otolaryngology,Specialist Visits,1730242280,1730242280,655,1417272410,0
1789.23,5106.50,9,Dermatology,Specialist Visits,1770503831,1770503831,601,1457463127,1
92.71,141.65,1,Dermatology,Specialist Visits,1770503831,1770503831,601,1518306588,0
125.33,32.91,1,Otolaryngology,Specialist Visits,1770503831,1770503831,601,1538193396,0
916.05,7763.61,5,Dermatology,Specialist Visits,1841589231,1841589231,289,1003136771,1
223.13,681.82,1,Orthopaedic Surgery,Specialist Visits,1841589231,1841589231,289,1083670228,1
84.70,219.00,1,Chiropractor,Specialist Visits,1841589231,1841589231,289,1346232550,0
165.52,427.97,1,Plastic Surgery,Specialist Visits,1841589231,1841589231,289,1669410882,1
165.36,5558.21,1,Otolaryngology,Specialist Visits,1841589231,1841589231,289,1679512107,1
60.00,403.35,1,Chiropractor,Specialist Visits,1841589231,1841589231,289,1720257975,0
72.70,1221.83,1,Chiropractor,Specialist Visits,1841589231,1841589231,289,1932206182,0
344.98,693.76,2,Dermatology,Specialist Visits,1841589231,1841589231,289,1932424264,1
277.50,1036.39,1,Orthopaedic Surgery,Specialist Visits,1851566178,1851566178,332,1003802026,0
217.87,726.34,2,Orthopaedic Surgery,Specialist Visits,1730242280,1730242280,655,1659443430,1
84.70,52.72,1,Chiropractor,Specialist Visits,1730242280,1730242280,655,1669544177,0
72.78,222.39,1,Chiropractor,Specialist Visits,1730242280,1730242280,655,1689122632,0
116.23,123.96,1,Otolaryngology,Specialist Visits,1730242280,1730242280,655,1710926803,1
118.30,86.44,1,Orthopaedic Surgery,Specialist Visits,1730242280,1730242280,655,1730384314,1
202.52,202.52,1,Orthopaedic Surgery,Specialist Visits,1730242280,1730242280,655,1740250406,0
168.46,876.33,2,Chiropractor,Specialist Visits,1851566178,1851566178,332,1114281797,0
72.70,72.70,1,Chiropractor,Specialist Visits,1851566178,1851566178,332,1235148446,0
130.87,151.69,2,Dermatology,Specialist Visits,1851566178,1851566178,332,1245353366,0
93.26,37.30,1,Orthopaedic Surgery,Specialist Visits,1851566178,1851566178,332,1336334143,1
259.71,2182.40,1,Orthopaedic Surgery,Specialist Visits,1851566178,1851566178,332,1497733158,0
210.03,641.79,1,Dermatology,Specialist Visits,1770503831,1770503831,601,1578673190,0
84.76,94.97,1,Chiropractor,Specialist Visits,1770503831,1770503831,601,1740292192,0
30.00,144.05,1,Chiropractor,Specialist Visits,1770503831,1770503831,601,1770889016,0
216.71,7284.23,1,Orthopaedic Surgery,Specialist Visits,1851566178,1851566178,332,1538264049,0
172.49,48.32,1,Otolaryngology,Specialist Visits,1851566178,1851566178,332,1679512107,1
200.00,163.96,1,Orthopaedic Surgery,Specialist Visits,1851566178,1851566178,332,1679536155,0
213.74,718.44,1,Dermatology,Specialist Visits,1851566178,1851566178,332,1831180504,1
269.17,335.09,1,Dermatology,Specialist Visits,1851566178,1851566178,332,1881807469,0
163.99,1102.43,1,Dermatology,Specialist Visits,1851566178,1851566178,332,1932424264,1
369.80,1813.78,2,Dermatology,Specialist Visits,1851599765,1851599765,79,1003136771,1
84.70,101.68,1,Chiropractor,Specialist Visits,1851599765,1851599765,79,1093976284,0
85.39,32.14,1,Dermatology,Specialist Visits,1770503831,1770503831,601,1851357313,0
30.00,144.05,1,Chiropractor,Specialist Visits,1770503831,1770503831,601,1881873362,0
0.00,0.00,1,Chiropractor,Specialist Visits,1770503831,1770503831,601,1972688273,0
1289.83,817.57,10,Dermatology,Specialist Visits,1851599765,1851599765,79,1154465540,1
30.00,45.84,1,Chiropractor,Specialist Visits,1851599765,1851599765,79,1164513826,0
163.74,917.29,1,Orthopaedic Surgery,Specialist Visits,1851599765,1851599765,79,1235197872,1
199.09,446.13,1,Dermatology,Specialist Visits,1851599765,1851599765,79,1386634806,1
368.43,280.63,2,Dermatology,Specialist Visits,1851599765,1851599765,79,1447201850,1
402.58,796.83,2,Dermatology,Specialist Visits,1851599765,1851599765,79,1487882270,0
87.74,112.29,1,Podiatrist,Specialist Visits,1851599765,1851599765,79,1497738330,0
86.86,17.37,1,Dermatology,Specialist Visits,1851599765,1851599765,79,1508838525,0
91.12,58.31,1,Dermatology,Specialist Visits,1851599765,1851599765,79,1508857848,1
163.99,1378.04,1,Dermatology,Specialist Visits,1851599765,1851599765,79,1558422584,1
163.09,50.76,1,Otolaryngology,Specialist Visits,1851599765,1851599765,79,1710926803,1
84.70,569.40,1,Chiropractor,Specialist Visits,1770520413,1770520413,289,1235170325,0
157.40,369.90,2,Chiropractor,Specialist Visits,1770520413,1770520413,289,1285692335,0
230.78,297.99,2,Orthopaedic Surgery,Specialist Visits,1770520413,1770520413,289,1417022054,1
207.00,773.09,1,Orthopaedic Surgery,Specialist Visits,1770520413,1770520413,289,1710100854,1
84.70,2847.01,1,Chiropractor,Specialist Visits,1851599765,1851599765,79,1720105075,0
573.85,808.52,4,Otolaryngology,Specialist Visits,1851599765,1851599765,79,1831169127,1
442.08,200.80,1,Orthopaedic Surgery,Specialist Visits,1851599765,1851599765,79,1881707974,0
375.07,4333.73,4,Otolaryngology,Specialist Visits,1851599765,1851599765,79,1972602183,1
84.78,61.95,2,Chiropractor,Specialist Visits,1851658231,1851658231,181,1063555787,0
194.94,1638.12,1,Orthopaedic Surgery,Specialist Visits,1851658231,1851658231,181,1114915261,0
236.60,1040.88,2,Orthopaedic Surgery,Specialist Visits,1851658231,1851658231,181,1659443430,1
30.00,50.42,1,Chiropractor,Specialist Visits,1851658231,1851658231,181,1750362273,0
0.00,0.00,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1063505360,0
84.78,178.11,1,Chiropractor,Specialist Visits,1861449001,1861449001,1253,1093804791,0
116.23,247.93,1,Dermatology,Specialist Visits,1760416747,1760416747,450,1093762734,1
85.18,68.14,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1124133657,0
87.74,187.16,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1144541327,0
122.61,121.21,1,Dermatology,Specialist Visits,1861449001,1861449001,1253,1164412383,0
202.35,82.95,1,Orthopaedic Surgery,Specialist Visits,1861449001,1861449001,1253,1184750820,0
388.02,628.14,2,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1003805144,0
109.89,205.21,1,Dermatology,Specialist Visits,1760416747,1760416747,450,1144454661,1
163.74,1375.94,1,Dermatology,Specialist Visits,1760416747,1760416747,450,1154383610,0
134.44,94.14,1,Podiatrist,Specialist Visits,1760416747,1760416747,450,1154633998,0
208.82,1169.84,1,Orthopaedic Surgery,Specialist Visits,1760416747,1760416747,450,1184750820,0
93.26,119.36,1,Orthopaedic Surgery,Specialist Visits,1760416747,1760416747,450,1194718320,1
173.16,264.56,1,Otolaryngology,Specialist Visits,1760416747,1760416747,450,1245232859,0
90.00,98.93,2,Chiropractor,Specialist Visits,1760416747,1760416747,450,1245379148,0
182.24,92.13,2,Otolaryngology,Specialist Visits,1760416747,1760416747,450,1265467310,0
145.48,134.60,3,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1053373514,0
85.39,68.30,1,Dermatology,Specialist Visits,1770570426,1770570426,1467,1063517407,1
30.00,17.39,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1083900187,0
72.70,187.97,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1083946578,0
128.63,37.42,1,Otolaryngology,Specialist Visits,1760416747,1760416747,450,1356516819,1
73.02,40.24,1,Chiropractor,Specialist Visits,1760416747,1760416747,450,1457469173,0
203.15,100.42,1,Orthopaedic Surgery,Specialist Visits,1760416747,1760416747,450,1487776001,0
93.26,59.68,1,Orthopaedic Surgery,Specialist Visits,1760416747,1760416747,450,1508880576,0
87.12,55.75,1,Otolaryngology,Specialist Visits,1760416747,1760416747,450,1588825541,1
104.50,125.45,1,Dermatology,Specialist Visits,1760416747,1760416747,450,1689608358,1
171.31,110.73,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1114915261,0
652.28,3328.10,6,Podiatrist,Specialist Visits,1770570426,1770570426,1467,1124089842,0
85.39,39.03,1,Podiatrist,Specialist Visits,1760416747,1760416747,450,1760572234,0
91.79,17.80,1,Orthopaedic Surgery,Specialist Visits,1760416747,1760416747,450,1841246055,0
100.79,677.57,1,Dermatology,Specialist Visits,1861449001,1861449001,1253,1285698936,1
0.00,0.00,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1316239148,0
91.12,36.44,1,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1083670228,1
388.64,167.77,3,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1114117553,0
91.12,36.44,1,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1164598801,1
114.23,1074.22,2,Chiropractor,Specialist Visits,1861449001,1861449001,1253,1396781621,0
221.82,828.44,1,Dermatology,Specialist Visits,1861449001,1861449001,1253,1417050436,0
566.90,494.91,6,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1457341257,0
145.40,145.40,3,Chiropractor,Specialist Visits,1861449001,1861449001,1253,1477721082,0
129.86,4364.96,1,Otolaryngology,Specialist Visits,1861449001,1861449001,1253,1598839821,0
172.49,49.55,1,Dermatology,Specialist Visits,1861449001,1861449001,1253,1689608358,1
159.81,36.79,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1215920004,0
230.46,39.32,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1316007214,0
195.20,656.12,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1386600443,1
196.20,235.53,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1386634806,1
114.85,146.99,1,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1407978125,0
93.26,119.36,1,Dermatology,Specialist Visits,1730242280,1730242280,655,1760682553,0
200.00,1680.64,1,Dermatology,Specialist Visits,1730242280,1730242280,655,1831189513,1
0.00,0.00,1,Chiropractor,Specialist Visits,1730242280,1730242280,655,1841345774,0
84.23,404.46,1,Chiropractor,Specialist Visits,1730242280,1730242280,655,1841496858,0
134.57,167.53,1,Podiatrist,Specialist Visits,1730242280,1730242280,655,1861690810,0
317.00,367.43,1,Orthopaedic Surgery,Specialist Visits,1730242280,1730242280,655,1881910560,1
80.06,39.41,1,Dermatology,Specialist Visits,1730242280,1730242280,655,1932308681,1
118.95,253.73,1,Orthopaedic Surgery,Specialist Visits,1730242280,1730242280,655,1952369894,1
1221.62,1589.01,7,Otolaryngology,Specialist Visits,1770570426,1770570426,1467,1154323764,0
84.70,29.66,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1164564902,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1184746810,0
93.26,119.36,1,Otolaryngology,Specialist Visits,1861449001,1861449001,1253,1770785289,1
172.49,187.03,1,Dermatology,Specialist Visits,1861449001,1861449001,1253,1790892099,1
89.95,28.78,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1801968128,0
86.33,78.92,1,Podiatrist,Specialist Visits,1861449001,1861449001,1253,1831132638,0
93.26,39.79,1,Orthopaedic Surgery,Specialist Visits,1861449001,1861449001,1253,1881747749,0
118.30,305.88,1,Orthopaedic Surgery,Specialist Visits,1730319047,1730319047,71,1356397541,1
165.76,5571.66,1,Dermatology,Specialist Visits,1730319047,1730319047,71,1598743601,0
118.30,305.88,1,Dermatology,Specialist Visits,1730319047,1730319047,71,1851656516,1
84.76,56.98,1,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1003973058,0
388.26,553.19,2,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1043315567,0
87.74,80.21,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1043370604,0
462.13,586.91,2,Orthopaedic Surgery,Specialist Visits,1861449001,1861449001,1253,1881910560,1
84.23,235.93,1,Chiropractor,Specialist Visits,1861449001,1861449001,1253,1902095391,0
84.70,84.70,1,Chiropractor,Specialist Visits,1861449001,1861449001,1253,1942498852,0
341.97,143.03,3,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1164611687,1
73.02,153.40,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1225157423,0
172.21,152.33,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1285639740,1
87.81,37.46,1,Otolaryngology,Specialist Visits,1770570426,1770570426,1467,1285691030,0
352.53,1078.28,2,Otolaryngology,Specialist Visits,1861460016,1861460016,288,1124020730,0
180.32,865.87,1,Orthopaedic Surgery,Specialist Visits,1861460016,1861460016,288,1174584833,0
72.78,188.18,1,Chiropractor,Specialist Visits,1861460016,1861460016,288,1235230947,0
87.12,55.75,1,Otolaryngology,Specialist Visits,1861460016,1861460016,288,1407848039,1
427.56,412.57,3,Otolaryngology,Specialist Visits,1730331257,1730331257,1119,1194990929,1
169.01,504.56,2,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1215165592,0
0.00,0.00,1,Otolaryngology,Specialist Visits,1730331257,1730331257,1119,1265418545,0
193.06,141.07,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1285739649,0
208.82,42.54,1,Dermatology,Specialist Visits,1730331257,1730331257,1119,1306972013,1
88.69,113.51,1,Podiatrist,Specialist Visits,1730331257,1730331257,1119,1316239148,0
89.58,57.32,1,Podiatrist,Specialist Visits,1760420079,1760420079,334,1467488395,0
91.12,194.37,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1508857848,1
587.52,303.63,5,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1538183298,1
87.74,187.16,1,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1538264049,0
73.02,64.59,1,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1417037391,0
0.00,0.00,1,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1427100916,0
538.34,921.51,2,Dermatology,Specialist Visits,1861460016,1861460016,288,1598963498,0
84.76,52.76,1,Chiropractor,Specialist Visits,1861460016,1861460016,288,1720142052,0
83.72,25.51,1,Plastic Surgery,Specialist Visits,1861460016,1861460016,288,1740269703,0
87.83,80.29,1,Dermatology,Specialist Visits,1770570426,1770570426,1467,1295753432,0
72.78,71.95,2,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1295860021,0
156.93,171.51,2,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1336206796,0
86.86,185.28,1,Orthopaedic Surgery,Specialist Visits,1861460016,1861460016,288,1871530402,1
282.98,67.94,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1457318875,0
265.63,234.96,1,Dermatology,Specialist Visits,1730331257,1730331257,1119,1538487392,0
584.22,19637.28,1,Otolaryngology,Specialist Visits,1861461808,1861461808,336,1841263373,0
165.76,126.63,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1548351679,0
89.56,17.37,1,Podiatrist,Specialist Visits,1760420079,1760420079,334,1558364182,0
277.50,1036.39,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1568426526,0
175.24,841.47,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1114915261,1
30.00,18.33,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1134137482,0
164.65,153.73,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1144454661,0
80.30,449.85,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1154421212,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1346415601,0
195.20,177.33,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1376740456,0
180.32,83.03,1,Plastic Surgery,Specialist Visits,1770570426,1770570426,1467,1386615516,0
259.71,581.97,1,Otolaryngology,Specialist Visits,1770570426,1770570426,1467,1386700300,0
1389.72,2947.88,8,Dermatology,Specialist Visits,1770570426,1770570426,1467,1407845712,1
165.36,43.09,1,Otolaryngology,Specialist Visits,1770570426,1770570426,1467,1417167826,1
493.34,394.07,3,Otolaryngology,Specialist Visits,1730331257,1730331257,1119,1679512107,1
1197.51,5135.03,9,Otolaryngology,Specialist Visits,1730331257,1730331257,1119,1710145883,1
195.20,6561.22,1,Dermatology,Specialist Visits,1770570426,1770570426,1467,1417985565,1
333.70,166.62,3,Dermatology,Specialist Visits,1770570426,1770570426,1467,1467423541,1
65.44,16.17,1,Podiatrist,Specialist Visits,1770570426,1770570426,1467,1467427484,0
72.70,305.46,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1508873795,0
165.52,23.67,1,Dermatology,Specialist Visits,1770570426,1770570426,1467,1518958297,1
139.09,2337.60,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1245214311,0
0.00,0.00,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1265581557,0
2160.05,1593.62,16,Otolaryngology,Specialist Visits,1760420079,1760420079,334,1710926803,1
175.00,130.72,1,Podiatrist,Specialist Visits,1760420079,1760420079,334,1770647943,0
265.63,217.77,1,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1891753448,0
84.78,91.93,1,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1730115460,0
610.23,1305.20,2,Plastic Surgery,Specialist Visits,1730331257,1730331257,1119,1760623417,1
203.13,682.78,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1770506800,0
93.26,99.47,1,Otolaryngology,Specialist Visits,1730331257,1730331257,1119,1770785289,1
72.70,162.91,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1285615732,0
62.72,80.27,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1295837615,1
1727.67,6297.58,11,Dermatology,Specialist Visits,1861594285,1861594285,1115,1326057449,1
89.89,38.35,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1366442618,0
89.50,143.18,1,Podiatrist,Specialist Visits,1861594285,1861594285,1115,1407817992,0
0.00,0.00,1,Chiropractor,Specialist Visits,1730331257,1730331257,1119,1790812352,0
89.56,47.76,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1851367858,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1861597247,0
0.00,0.00,1,Podiatrist,Specialist Visits,1730331257,1730331257,1119,1881906626,0
339.00,214.99,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1881910560,1
163.09,107.49,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1932308681,1
93.26,66.31,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1942279740,0
91.12,48.59,1,Dermatology,Specialist Visits,1760420079,1760420079,334,1952405045,0
385.58,333.49,2,Orthopaedic Surgery,Specialist Visits,1760420079,1760420079,334,1952490526,1
84.74,45.19,1,Otolaryngology,Specialist Visits,1760420079,1760420079,334,1972602183,1
81.97,87.42,1,Dermatology,Specialist Visits,1760439921,1760439921,571,1366699381,0
197.45,948.12,1,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1902914617,0
102.22,33.04,1,Plastic Surgery,Specialist Visits,1730331257,1730331257,1119,1932148939,1
604.78,343.76,5,Orthopaedic Surgery,Specialist Visits,1730331257,1730331257,1119,1952490526,1
396.86,448.56,3,Dermatology,Specialist Visits,1730331257,1730331257,1119,1992017230,0
204.44,196.34,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1538183298,1
142.54,65.63,1,Podiatrist,Specialist Visits,1770570426,1770570426,1467,1528148731,0
3475.93,3802.04,22,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1548252406,0
90.87,116.30,1,Dermatology,Specialist Visits,1730331257,1730331257,1119,1992025381,0
180.28,757.46,1,Orthopaedic Surgery,Specialist Visits,1730341686,1730341686,167,1194718320,0
375.32,1007.24,2,Otolaryngology,Specialist Visits,1730341686,1730341686,167,1356332472,1
265.71,2031.65,2,Orthopaedic Surgery,Specialist Visits,1730341686,1730341686,167,1356380448,1
256.26,148.51,1,Dermatology,Specialist Visits,1730474826,1730474826,606,1073741385,0
84.76,259.00,1,Chiropractor,Specialist Visits,1730474826,1730474826,606,1093116980,0
0.00,0.00,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1548283732,0
193.06,3244.64,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1609854215,0
193.06,294.97,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1619901386,0
198.31,350.83,1,Otolaryngology,Specialist Visits,1770570426,1770570426,1467,1679535892,0
351.62,99.64,4,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1679700116,1
0.00,0.00,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1629031265,0
504.86,1258.23,2,Plastic Surgery,Specialist Visits,1861594285,1861594285,1115,1629168042,1
72.78,122.32,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1649372335,0
91.79,20.98,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1669429601,0
85.39,91.07,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1699759415,0
60.00,34.44,2,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1699886929,0
426.45,479.99,4,Otolaryngology,Specialist Visits,1861594285,1861594285,1115,1710145883,1
297.33,409.99,2,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1215926506,0
172.49,483.16,1,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1306848890,1
586.92,323.41,1,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1346273687,0
201.94,212.12,1,Dermatology,Specialist Visits,1730474826,1730474826,606,1417184144,1
195.20,1640.31,1,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1457339491,0
84.70,105.44,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1720257975,0
93.55,49.89,1,Otolaryngology,Specialist Visits,1861594285,1861594285,1115,1730189366,0
219.48,219.48,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1740504539,0
447.65,2601.73,2,Plastic Surgery,Specialist Visits,1861594285,1861594285,1115,1760623417,1
178.20,43.88,2,Otolaryngology,Specialist Visits,1861594285,1861594285,1115,1770785289,1
282.98,104.52,1,Otolaryngology,Specialist Visits,1861594285,1861594285,1115,1790705184,0
220.43,54.86,2,Podiatrist,Specialist Visits,1730474826,1730474826,606,1558364182,0
87.12,46.46,1,Dermatology,Specialist Visits,1730474826,1730474826,606,1619295847,0
62.94,176.30,1,Dermatology,Specialist Visits,1730474826,1730474826,606,1629003686,0
72.70,47.91,1,Chiropractor,Specialist Visits,1730474826,1730474826,606,1649489063,0
72.70,2443.65,1,Chiropractor,Specialist Visits,1730474826,1730474826,606,1720268360,0
259.71,969.95,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1831162759,0
885.13,633.65,3,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1881910560,1
212.78,246.63,1,Podiatrist,Specialist Visits,1861594285,1861594285,1115,1891799482,0
84.78,219.21,1,Chiropractor,Specialist Visits,1861594285,1861594285,1115,1932295359,0
165.36,222.33,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1932308681,1
225.32,1514.73,1,Dermatology,Specialist Visits,1861594285,1861594285,1115,1932424264,1
91.12,53.01,1,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1952398174,0
87.83,187.35,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1710966445,0
172.65,446.40,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1740250406,0
30.00,30.00,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1740369859,0
93.26,22.95,1,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1871530980,1
201.94,323.23,1,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1902828304,1
506.48,1352.38,4,Orthopaedic Surgery,Specialist Visits,1730474826,1730474826,606,1952364184,0
84.51,7.51,1,Dermatology,Specialist Visits,1740262286,1740262286,161,1003136771,1
328.45,356.13,1,Orthopaedic Surgery,Specialist Visits,1740262286,1740262286,161,1053321992,1
0.00,0.00,1,Chiropractor,Specialist Visits,1740262286,1740262286,161,1093804791,0
256.96,150.16,2,Orthopaedic Surgery,Specialist Visits,1861594285,1861594285,1115,1952490526,1
87.37,39.94,1,Orthopaedic Surgery,Specialist Visits,1861597254,1861597254,1645,1013980275,0
86.68,110.94,1,Podiatrist,Specialist Visits,1740262286,1740262286,161,1114019551,0
153.34,156.19,1,Dermatology,Specialist Visits,1740262286,1740262286,161,1154383610,0
84.78,73.07,1,Chiropractor,Specialist Visits,1740262286,1740262286,161,1205173002,0
72.70,106.25,1,Chiropractor,Specialist Visits,1740262286,1740262286,161,1215045075,0
90.40,57.85,1,Dermatology,Specialist Visits,1740262286,1740262286,161,1285611970,0
91.79,146.85,1,Otolaryngology,Specialist Visits,1740262286,1740262286,161,1346213105,0
82.74,33.09,1,Dermatology,Specialist Visits,1740262286,1740262286,161,1487882270,0
93.26,59.68,1,Podiatrist,Specialist Visits,1760439921,1760439921,571,1881906626,0
124.48,58.11,1,Orthopaedic Surgery,Specialist Visits,1760439921,1760439921,571,1902996317,0
355.48,1451.20,7,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1780731851,0
201.94,84.85,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1821022427,1
141.17,81.81,1,Orthopaedic Surgery,Specialist Visits,1770570426,1770570426,1467,1821318726,1
90.00,119.80,3,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1841381324,0
290.84,260.90,2,Orthopaedic Surgery,Specialist Visits,1861597254,1861597254,1645,1053448498,0
87.12,69.69,1,Orthopaedic Surgery,Specialist Visits,1861597254,1861597254,1645,1063693489,0
343.76,196.06,3,Orthopaedic Surgery,Specialist Visits,1861597254,1861597254,1645,1083670228,1
2317.13,3512.17,17,Dermatology,Specialist Visits,1861597254,1861597254,1645,1104923069,0
134.05,500.64,1,Orthopaedic Surgery,Specialist Visits,1740262286,1740262286,161,1558328443,1
91.39,58.48,1,Otolaryngology,Specialist Visits,1740262286,1740262286,161,1669463782,0
87.74,62.39,1,Orthopaedic Surgery,Specialist Visits,1740262286,1740262286,161,1750318887,0
85.36,68.28,2,Otolaryngology,Specialist Visits,1740262286,1740262286,161,1770785289,1
172.49,55.75,1,Plastic Surgery,Specialist Visits,1760461115,1760461115,450,1053300145,1
163.09,12.18,1,Otolaryngology,Specialist Visits,1760461115,1760461115,450,1144427584,1
133.70,204.27,1,Podiatrist,Specialist Visits,1760461115,1760461115,450,1154385078,0
84.94,7.35,1,Otolaryngology,Specialist Visits,1760461115,1760461115,450,1194990929,1
327.08,246.56,2,Orthopaedic Surgery,Specialist Visits,1740262286,1740262286,161,1902816887,1
363.40,109.43,5,Otolaryngology,Specialist Visits,1740262286,1740262286,161,1972602183,1
184.82,98.61,1,Orthopaedic Surgery,Specialist Visits,1740355981,1740355981,527,1114915261,0
569.86,1053.94,4,Dermatology,Specialist Visits,1770570426,1770570426,1467,1891007035,1
73.02,350.63,1,Chiropractor,Specialist Visits,1770570426,1770570426,1467,1891050662,0
72.70,174.55,1,Chiropractor,Specialist Visits,1740355981,1740355981,527,1417252883,0
194.94,273.02,1,Orthopaedic Surgery,Specialist Visits,1740355981,1740355981,527,1427047224,0
194.07,241.60,1,Orthopaedic Surgery,Specialist Visits,1740355981,1740355981,527,1427179993,0
84.78,37.01,1,Chiropractor,Specialist Visits,1740355981,1740355981,527,1609809573,0
175.24,5890.31,1,Orthopaedic Surgery,Specialist Visits,1740355981,1740355981,527,1659443430,1
0.00,0.00,1,Chiropractor,Specialist Visits,1740355981,1740355981,527,1689122632,0
